,DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK,upcs,asins
743,"Wed, 31 Jul 2013 18:27:00 -0400",Trois Comtois Morbier,Trois Comtois Morbier cheese,Listeria monocytogenes,Whole Foods Market,http://www.fda.gov/Safety/Recalls/ucm363301.htm,	,,
744,"Wed, 31 Jul 2013 16:18:00 -0400","Beacon Hill Pharmacy, Rxtra Solutions",Sterile Injectable,Assurance of Sterility,Beacon Hill Pharmacy dba Rxtra Solutions,http://www.fda.gov/Safety/Recalls/ucm363284.htm,"
			http://www.fda.gov/Safety/Recalls/ucm363287.htm
	",,
745,"Wed, 31 Jul 2013 00:00:00 -0400",Healthy Life Chemistry,Dietary Supplement,Unapproved new drug,Healthy Life Chemistry Inc. dba Purity First,http://www.fda.gov/Safety/Recalls/ucm363374.htm,	,,
746,"Mon, 29 Jul 2013 00:00:00 -0400",Trois Comtois,Trois Comtois Morbier cheese,Listeria monocytogenes,Trois Comtois,http://www.fda.gov/Safety/Recalls/ucm363732.htm,"
			http://www.fda.gov/Safety/Recalls/ucm363736.htm
	",,
747,"Sat, 27 Jul 2013 00:00:00 -0400",Lipari,"Shrimp (Wholey Peeled, Cooked, Tail-On 31/40)",Salmonella,Lipari Foods,http://www.fda.gov/Safety/Recalls/ucm362985.htm,"
			http://www.fda.gov/Safety/Recalls/ucm362989.htm
	",094776074556,
748,"Fri, 26 Jul 2013 00:00:00 -0400",Nova Max,Nova Max Glucose Test Strips; Nova Max Plus Monitor System Kit which contains Nova Max Glucose Test Strips.,"May report a false, abnormally high blood glucose result.",Nova Biomedical Corporation,http://www.fda.gov/Safety/Recalls/ucm362845.htm,	,1020211346;1020411347;1020611348;1020811350;1020211355;1020212032;1020512087;1020212100;1020212101;1020212153;1020712206;1020212207;1020412255;1020212291;1020912292;1020412341;1020213043;1020213074;1020213109,
749,"Thu, 25 Jul 2013 00:00:00 -0400",Rybacka Wies,Herring fillets in oil,Listeria monocytogenes,Gold Star Smoked Fish Corp.,http://www.fda.gov/Safety/Recalls/ucm362730.htm,"
			http://www.fda.gov/Safety/Recalls/ucm362731.htm
	",,
750,"Tue, 23 Jul 2013 00:00:00 -0400",Brachs,Malted Milk Balls,Undeclared peanuts and tree nuts,Ferrara Candy Company,http://www.fda.gov/Safety/Recalls/ucm362253.htm,	,,
751,"Mon, 22 Jul 2013 00:00:00 -0400",Olam,Salsa,May contain glass fragments,"Olam Tomato Processors, Inc.",http://www.fda.gov/Safety/Recalls/ucm362224.htm,"
			http://www.fda.gov/Safety/Recalls/ucm362226.htm
	",3927759137;3927759139;3927759137;3927759139;3927759137;3927759139;3927759137;3927759139,B00CRJNC7A
752,"Mon, 22 Jul 2013 00:00:00 -0400",Fosforel Atlantika,Herring fillet in oil,Listeria monocytogenes,"Zip International Group, LLC",http://www.fda.gov/Safety/Recalls/ucm362629.htm,"
			http://www.fda.gov/Safety/Recalls/ucm362630.htm
	",,
753,"Fri, 19 Jul 2013 19:35:00 -0400",Square Mile,Cider,Re-fermenting may cause bottles to burst,Square Mile Cider Company,http://www.fda.gov/Safety/Recalls/ucm361713.htm,	,,
754,"Fri, 19 Jul 2013 00:00:00 -0400",Esbelin siloutte te and Esbelin siloutte Vitamin Supplement,Dietary Supplement,Unapproved New Drug,Herbal Give Care LLC,http://www.fda.gov/Safety/Recalls/ucm361950.htm,"
			http://www.fda.gov/Safety/Recalls/ucm362068.htm
	",,
755,"Thu, 18 Jul 2013 00:00:00 -0400",Volcano,Marketed as  a Dietary Supplement,Unapproved new drug,Volcano Company,http://www.fda.gov/Safety/Recalls/ucm361709.htm,"
			http://www.fda.gov/Safety/Recalls/ucm361710.htm
	",609613859960;609613859977,
756,"Wed, 17 Jul 2013 13:30:00 -0400",Whole Foods Market,Pimiento Cheese,Undeclared egg,Whole Foods Market,http://www.fda.gov/Safety/Recalls/ucm361266.htm,"
			http://www.fda.gov/Safety/Recalls/ucm361268.htm
	",000000234801,
757,"Tue, 16 Jul 2013 20:32:00 -0400","Pennys, Harbor Greens, Tacoma Boys",Hummus,Listeria monocytogenes,"Hagee Foods Inc., dba Pennys Salsa Inc.",http://www.fda.gov/Safety/Recalls/ucm361127.htm,"
			http://www.fda.gov/Safety/Recalls/ucm361128.htm
	",749404830614;749404909716;749404323680;749404518482;749404913683;749404702003;749404805155;749404807173;749404803137;749404804141;749404806169;749404802123;749404905152;749404904148;749404903134;749404907170;749404902120;749404906166;749404980203;749404300025,
758,"Mon, 15 Jul 2013 16:41:00 -0400",Treasured Harvest,Pistachios,Salmonella,Western Mixers Produce  Nut Company,http://www.fda.gov/Safety/Recalls/ucm360916.htm,"
			http://www.fda.gov/Safety/Recalls/ucm360344.htm
	",,
759,"Fri, 12 Jul 2013 22:08:00 -0400","Torn and Glasser, Hilo, Sun Harvest, and Sprouts",Pistachios Natural Roasted and Salted,Salmonella,"Torn and Glasser, Inc",http://www.fda.gov/Safety/Recalls/ucm360725.htm,"
			http://www.fda.gov/Safety/Recalls/ucm360726.htm
	",072488150027;072488112094;646670306754,
760,"Fri, 12 Jul 2013 20:30:00 -0400",Earths Pride Organics,Organic Oregano,Salmonella,Olde Thompson Incorporated,http://www.fda.gov/Safety/Recalls/ucm360719.htm,"
			http://www.fda.gov/Safety/Recalls/ucm360720.htm
	",400000290942,
761,"Wed, 10 Jul 2013 00:00:00 -0400",Treasured Harvest Pistachios,Roasted and Salted Pistachios,Salmonella,"WESTERN MIXERS PRODUCE  NUTS, INC.",http://www.fda.gov/Safety/Recalls/ucm360343.htm,"
			http://www.fda.gov/Safety/Recalls/ucm360344.htm
	",,
762,"Fri, 05 Jul 2013 00:00:00 -0400","Silver Sword, Clalis",Dietary Supplement,Unapproved New Drug,Hardmenstore.com,http://www.fda.gov/Safety/Recalls/ucm360792.htm,"
			http://www.fda.gov/Safety/Recalls/ucm360799.htm
	",,
763,"Fri, 05 Jul 2013 00:00:00 -0400","Cave Brothers, Les Freres",Cheese,Listeria monocytogenes,Whole Foods Market,http://www.fda.gov/Safety/Recalls/ucm359697.htm,"
			http://www.fda.gov/Safety/Recalls/ucm359702.htm
	",,
764,"Wed, 03 Jul 2013 16:52:00 -0400",Estarylla,Estarylla (norgestimate and ethinyl estradiol) tablets,Report of a placebo tablet present in a row of active tablets,Sandoz,http://www.fda.gov/Safety/Recalls/ucm359613.htm,	,,
765,"Wed, 03 Jul 2013 00:00:00 -0400","Les Freres, Petit Frere",Cheese,Listeria monocytogenes,Crave Brothers Farmstead Cheese Company,http://www.fda.gov/Safety/Recalls/ucm359621.htm,"
			http://www.fda.gov/Safety/Recalls/ucm359704.htm
	",,
766,"Wed, 03 Jul 2013 00:00:00 -0400",Somersault Pacific Sea Salt,Somersault Pacific Sea Salt 1oz. 6-Count Multi-Pack,Undeclared milk,"Somersault Snack Co., LLC",http://www.fda.gov/Safety/Recalls/ucm359602.htm,"
			http://www.fda.gov/Safety/Recalls/ucm359611.htm
	",898403002215;898403002208,B0078TUWGI
767,"Tue, 02 Jul 2013 15:45:00 -0400",Bel Frantoio (only affects product sold in OSJL stores),Olives,Inadequate refrigeration resulting in a potential for botulism,Ocean State Job Lot (OSJL),http://www.fda.gov/Safety/Recalls/ucm359438.htm,"
			http://www.fda.gov/Safety/Recalls/ucm359444.htm
	",,
768,"Tue, 02 Jul 2013 00:00:00 -0400",Hubbard Life Homestead,Poultry feed,Elevated calcium and phosphorus levels,Hubbard Feeds Inc.,http://www.fda.gov/Safety/Recalls/ucm359617.htm,"
			http://www.fda.gov/Safety/Recalls/ucm359618.htm
	",,
769,"Sun, 30 Jun 2013 00:00:00 -0400","Nexus, APP",Benztropine Mesylate Injection,Glass particles,Fresenius Kabi USA,http://www.fda.gov/Safety/Recalls/ucm359299.htm,"
			http://www.fda.gov/Safety/Recalls/ucm359305.htm
	",1478930002,
770,"Fri, 28 Jun 2013 00:00:00 -0400","Townsend Farms, Harris Teeter","Organic Blend Antioxidant, Organic Antioxidant Berry Blend",Hepatitis A,"Townsend Farms, Inc.",http://www.fda.gov/Safety/Recalls/ucm359140.htm,"
			http://www.fda.gov/Safety/Recalls/ucm359141.htm
	",078414404448;078414404448;078414404448;072036704634,
771,"Fri, 28 Jun 2013 00:00:00 -0400",Talenti Gelato,Toasted Almond Gelato,Undeclared Pecans,Talenti Gelato  Sorbetto,http://www.fda.gov/Safety/Recalls/ucm359187.htm,"
			http://www.fda.gov/Safety/Recalls/ucm359195.htm
	",186852000396;186852000396;186852000396,B0040IEWTS
772,"Fri, 28 Jun 2013 00:00:00 -0400",Harmony Chai,Chai tea,Not properly processed,Harmony Chai,http://www.fda.gov/Safety/Recalls/ucm359139.htm,	,0510501311;0510501301;9450402431;0510501301,
773,"Wed, 26 Jun 2013 20:45:00 -0400",Woodstock,Organic Pomegranate Kernels,Hepatitis A,Scenic Fruit Company,http://www.fda.gov/Safety/Recalls/ucm358740.htm,"
			http://www.fda.gov/Safety/Recalls/ucm358741.htm
	",042563016289,B00NR9281K
774,"Wed, 26 Jun 2013 00:00:00 -0400",Synchromed,Implantable infusion system,Potential for device occlusion,"Medtronic, Inc.",http://www.fda.gov/Safety/Recalls/ucm359069.htm,	,,
775,"Tue, 25 Jun 2013 20:01:00 -0400",Burst,Cookies,Undeclared milk,Price Chopper Supermarket,http://www.fda.gov/Safety/Recalls/ucm358563.htm,"
			http://www.fda.gov/Safety/Recalls/ucm358726.htm
	",,
776,"Tue, 25 Jun 2013 00:00:00 -0400",Philips Respironics,V60 Ventilator,Software issue may cause the ventilator to shut down,"Respironics California, Inc.",http://www.fda.gov/Safety/Recalls/ucm358824.htm,	,,
777,"Fri, 21 Jun 2013 13:20:00 -0400",Wawa,Black Forest Ham and Cheese on a Pretzel Roll,Undeclared tree nut allergen,Taylor Farms New Jersey Inc.,http://www.fda.gov/Safety/Recalls/ucm358191.htm,"
			http://www.fda.gov/Safety/Recalls/ucm358216.htm
	",,
778,"Thu, 20 Jun 2013 17:42:00 -0400",Grannas LLC,#705 Tuna Mac with Italian blend vegetables and spiced apple,May contain undeclared egg,Grannas LLC,http://www.fda.gov/Safety/Recalls/ucm358087.htm,"
			http://www.fda.gov/Safety/Recalls/ucm358217.htm
	",,
779,"Thu, 20 Jun 2013 00:00:00 -0400","Oxyphen XR,  Phentalene, Phen FX,  Red Vipers",Dietary Supplements,"Products contain1,3 dimethylamylamine (DMAA)","Beta Labs, Ltd.",http://www.fda.gov/Safety/Recalls/ucm358236.htm,"
			http://www.fda.gov/Safety/Recalls/ucm358237.htm
	",7054159974;7054159982;2988255980;2988255981,
780,"Wed, 19 Jun 2013 16:52:00 -0400",Archer Farms,Smoked Salmon Dip,"May Contain Undeclared Allergens, Fish and Egg",Garden-Fresh Foods Inc,http://www.fda.gov/Safety/Recalls/ucm357912.htm,"
			http://www.fda.gov/Safety/Recalls/ucm357916.htm
	",085239990179,
781,"Wed, 19 Jun 2013 16:34:00 -0400",Rugby,"Enteric Coated Aspirin Tablets,81 mg",May Contain Acetaminophen 500 mg tablets,Advance Pharmaceutical Inc.,http://www.fda.gov/Safety/Recalls/ucm357909.htm,"
			http://www.fda.gov/Safety/Recalls/ucm357917.htm
	",,
782,"Tue, 18 Jun 2013 12:51:00 -0400","Innova, EVO, California Natural and More","Dry pet food, biscuits/bars/treats",Salmonella,Natura Pet Products,http://www.fda.gov/Safety/Recalls/ucm357630.htm,	,,
783,"Fri, 14 Jun 2013 20:54:00 -0400",Sees Candies,Raisins,Undeclared tree nuts and/or eggs,Sees Candies,http://www.fda.gov/Safety/Recalls/ucm357120.htm,"
			http://www.fda.gov/Safety/Recalls/ucm357121.htm
	",737666083060;737666083053,
784,"Thu, 13 Jun 2013 19:27:00 -0400",Vega One  Vega Sport,Nutrition bars,Undeclared milk,Sequel Naturals Ltd. dba Vega,http://www.fda.gov/Safety/Recalls/ucm356772.htm,"
			http://www.fda.gov/Safety/Recalls/ucm356774.htm
	",838766070049;838766070056;838766070032;838766008301;838766008301;838766008301;838766008301;838766008301;838766008301;838766008318;838766008318;838766008318;838766008318;838766008318;838766008318,
785,"Thu, 13 Jun 2013 11:05:00 -0400","Sagent Pharmaceuticals, Inc.",Vecuronium Bromide for Injection,Due to elevated impurity levels,"Sagent Pharmaceuticals, Inc.",http://www.fda.gov/Safety/Recalls/ucm356589.htm,	,,
786,"Wed, 12 Jun 2013 00:00:00 -0400",OSKRI,Chocolate bars,Undeclared milk,OSKRI Corp.,http://www.fda.gov/Safety/Recalls/ucm357114.htm,"
			http://www.fda.gov/Safety/Recalls/ucm357115.htm
	",666016300703;666016400311;666016300307;666016300420,B006JGHMX2;B006K02VJC
787,"Wed, 12 Jun 2013 00:00:00 -0400",Wardley,Betta fish food,Salmonella,Hartz Mountain Corporation,http://www.fda.gov/Safety/Recalls/ucm356570.htm,"
			http://www.fda.gov/Safety/Recalls/ucm356573.htm
	",4332401648,B0002ARY6Q
788,"Wed, 12 Jun 2013 00:00:00 -0400",OSKRI,Chocolate Bars,Undeclared milk,OSKRI Corp.,http://www.fda.gov/Safety/Recalls/ucm357684.htm,"
			http://www.fda.gov/Safety/Recalls/ucm357687.htm
	",666016300703;666016400311;666016300307;666016300420,B006JGHMX2;B006K02VJC
789,"Wed, 12 Jun 2013 00:00:00 -0400",Butterfly Bakery,Whole grain harvest berry muffins,Undeclared walnuts,Butterfly Bakery,http://www.fda.gov/Safety/Recalls/ucm356642.htm,"
			http://www.fda.gov/Safety/Recalls/ucm356650.htm
	",643482600148;643482600148;643482600148,
790,"Wed, 12 Jun 2013 00:00:00 -0400","Zoppitty, Pic-A-Nut and more",Sunflower seeds and variety of snack mixes,Listeria monocytogenes,Lipari Foods,http://www.fda.gov/Safety/Recalls/ucm356621.htm,"
			http://www.fda.gov/Safety/Recalls/ucm356773.htm
	",,
791,"Tue, 11 Jun 2013 13:29:00 -0400",Bethel,Weight Loss Pills,Contains Undeclared Drug Ingredient,"Bethel Nutritional Consulting, Inc.",http://www.fda.gov/Safety/Recalls/ucm356233.htm,"
			http://www.fda.gov/Safety/Recalls/ucm356241.htm
	",,
792,"Tue, 11 Jun 2013 00:00:00 -0400",Julians Recipe,Pretzel baguettes,Undeclared soy,Julians Recipe LLC,http://www.fda.gov/Safety/Recalls/ucm356454.htm,	,855971002269,
793,"Mon, 10 Jun 2013 00:00:00 -0400",ZyGenerics,Warfarin 2 mg Tablets,Oversized tablet,Zydus Pharmaceuticals USA Inc.,http://www.fda.gov/Safety/Recalls/ucm356507.htm,"
			http://www.fda.gov/Safety/Recalls/ucm356508.htm
	",6838205310,
794,"Fri, 07 Jun 2013 00:00:00 -0400","Sagent Pharmaceuticals, Inc.",Vecuronium Bromide for Injection,Due to elevated impurity levels,"Sagent Pharmaceuticals, Inc.",http://www.fda.gov/Safety/Recalls/ucm356010.htm,	,,
795,"Fri, 07 Jun 2013 00:00:00 -0400",Alderman Farms,Organic Cherry Tomatoes,Salmonella,Alderman Farms Sales Corporation,http://www.fda.gov/Safety/Recalls/ucm355933.htm,	,6317195594,
796,"Wed, 05 Jun 2013 13:08:00 -0400",Creole and Company,Bisque,"Undeclared milk, soy and wheat","Creole and Company, LLC",http://www.fda.gov/Safety/Recalls/ucm355431.htm,"
			http://www.fda.gov/Safety/Recalls/ucm355435.htm
	",,
797,"Tue, 04 Jun 2013 00:00:00 -0400",Townsend Farms and Harris Teeter,"Organic Blend Antioxidant, Organic Antioxidant Berry Blend",Hepatitis A,"Townsend Farms, Inc",http://www.fda.gov/Safety/Recalls/ucm355166.htm,"
			http://www.fda.gov/Safety/Recalls/ucm355173.htm
	",072036704634,
798,"Mon, 03 Jun 2013 00:00:00 -0400",Cinnamon Toast Crunch,Cereal,Salmonella,General Mills,http://www.fda.gov/Safety/Recalls/ucm355309.htm,"
			http://www.fda.gov/Safety/Recalls/ucm355310.htm
	",,
799,"Mon, 03 Jun 2013 00:00:00 -0400",Finger Lakes,Cheese,Listeria monocytogenes,"Finger Lakes Farmstead Cheese Company, LLC",http://www.fda.gov/Safety/Recalls/ucm355047.htm,"
			http://www.fda.gov/Safety/Recalls/ucm355055.htm
	",,
800,"Fri, 31 May 2013 22:11:00 -0400",Uncle Eddies,Cookies,Undeclared walnuts,International Desserts,http://www.fda.gov/Safety/Recalls/ucm354877.htm,"
			http://www.fda.gov/Safety/Recalls/ucm354878.htm
	",,
801,"Fri, 31 May 2013 19:15:00 -0400",Blessings,EZ Peel Shrimp,Undeclared sulfites,"Blessings, Inc.",http://www.fda.gov/Safety/Recalls/ucm354861.htm,	,,
802,"Fri, 31 May 2013 18:03:00 -0400","Jensens Old Fashion Smokehouse, Raleys, Sea Passion",Cold Smoked Salmon,Listeria monocytogenes,Salmolux,http://www.fda.gov/Safety/Recalls/ucm354852.htm,"
			http://www.fda.gov/Safety/Recalls/ucm354855.htm
	",633243246845;046567500294;016468442948;016468445437;016468420724;016468443051;016468443280;016468449008,
803,"Thu, 30 May 2013 21:21:00 -0400",Cheryls,Cookies,Undeclared peanuts,Cheryls,http://www.fda.gov/Safety/Recalls/ucm354659.htm,	,,
804,"Thu, 30 May 2013 00:00:00 -0400",Gromex,Shrimp,Undeclared sulfites,Gromex Inc.,http://www.fda.gov/Safety/Recalls/ucm355218.htm,	,,
805,"Wed, 29 May 2013 18:31:00 -0400",Lightlife,Veggie Burgers,Undeclared milk,Lightlife Foods,http://www.fda.gov/Safety/Recalls/ucm354453.htm,"
			http://www.fda.gov/Safety/Recalls/ucm354454.htm
	",4345480525;5483220300;5483221700,
806,"Wed, 29 May 2013 17:06:00 -0400","Lowlite, Olympia Pharmacy",All Sterile Products,Potential for non-sterility,"Lowlite Investments, Olympia Pharmacy",http://www.fda.gov/Safety/Recalls/ucm354450.htm,	,,
807,"Wed, 29 May 2013 13:15:00 -0400",Lam Sheng Kees,Seafood,Undeclared eggs,"Win Luck Trading, Inc",http://www.fda.gov/Safety/Recalls/ucm354334.htm,"
			http://www.fda.gov/Safety/Recalls/ucm354555.htm
	",,
808,"Tue, 28 May 2013 16:47:00 -0400",Main Street Family Pharmacy,All Sterile Products,Potential for non-sterility,"Main Street Family Pharmacy, LLC",http://www.fda.gov/Safety/Recalls/ucm354182.htm,	,,
809,"Tue, 28 May 2013 00:00:00 -0400",LATIS,Seafood Products,Listeria monocytogenes,Prime Food USA,http://www.fda.gov/Safety/Recalls/ucm355274.htm,"
			http://www.fda.gov/Safety/Recalls/ucm355284.htm
	",,
810,"Tue, 28 May 2013 00:00:00 -0400",Jammin Peppers,Fresh Thai Peppers,Salmonella,"Eb Produce, SA de RL, Fruit Treasure",http://www.fda.gov/Safety/Recalls/ucm354345.htm,"
			http://www.fda.gov/Safety/Recalls/ucm354348.htm
	",,
811,"Sat, 25 May 2013 20:20:00 -0400","Jensens Old Fashion Smokehouse, Raleys, Sea Passion",Cold Smoked Salmon,Listeria monocytogenes,Salmolux,http://www.fda.gov/Safety/Recalls/ucm354001.htm,	,633243246845;046567500294;016468442948;016468445437;016468443051;016468443280,
812,"Sat, 25 May 2013 00:00:00 -0400",Fresenius Kabi USA,Magnesium Sulfate Injection USP,Glass Particles,Fresenius Kabi USA,http://www.fda.gov/Safety/Recalls/ucm354238.htm,	,,
813,"Thu, 23 May 2013 00:00:00 -0400",Eco-Cuisine,"Baking Mixes - Basic Brownie Mix, Chocolate Cookie Mix, Lemon Muffin Mix, and more.",Salmonella,Eco-Cuisine,http://www.fda.gov/Safety/Recalls/ucm353920.htm,"
			http://www.fda.gov/Safety/Recalls/ucm353927.htm
	",,
814,"Tue, 21 May 2013 00:00:00 -0400","JaDera, Xiyouji Qingzhi",Weight loss supplement,Unapproved New Drug,Dolphin Intertrade Corp,http://www.fda.gov/Safety/Recalls/ucm359040.htm,"
			http://www.fda.gov/Safety/Recalls/ucm359065.htm
	",,
815,"Mon, 20 May 2013 18:06:00 -0400",Eco-Cuisine,"Baking Mixes - Basic Brownie Mix, Chocolate Cookie Mix, Lemon Muffin Mix, and more.",Salmonella,Eco-Cuisine,http://www.fda.gov/Safety/Recalls/ucm353311.htm,"
			http://www.fda.gov/Safety/Recalls/ucm353312.htm
	",,
816,"Mon, 20 May 2013 00:00:00 -0400",Sandoz,"Methotrexate Sodium, USP, 25 mg/mL, 40 mL vial injectable vials",Particulate material in vials,Sandoz US,http://www.fda.gov/Safety/Recalls/ucm353291.htm,"
			http://www.fda.gov/Safety/Recalls/ucm353301.htm
	",,
817,"Sat, 18 May 2013 00:00:00 -0400",Texas Gulf Shrimp,"Pre-packaged Texas Gulf Shrimp, Raw Wild Gulf Brown Shrimp",Foreign Material,Galveston Shrimp Company,http://www.fda.gov/Safety/Recalls/ucm353137.htm,	,2724145451;2724145551;79357386138;2724145441;2724172010;79357386137;2724145430;2724145436;2724145530;2724145536;2724145431;2724145531;79357386135;79357386136;2724145426;2724172005;79357386134;2724145419;2724145519;2724172020;79357386155;2724145416;79357386132;79357386142;2724145410;2724145412;2724145512;2724172000;2724172015;79357386131;79357386141,
818,"Fri, 17 May 2013 00:00:00 -0400",LL Bakery Inc.,"White Farm Enriched White Bread, Butter Farm Enriched White Bread, and Italian Cream Danish",Undeclared Milk,LL Bakery Inc.,http://www.fda.gov/Safety/Recalls/ucm353475.htm,"
			http://www.fda.gov/Safety/Recalls/ucm353492.htm
	",,
819,"Thu, 16 May 2013 11:06:00 -0400",Next by Nature,Dark Chocolate Bananas,Undeclared walnuts and milk,Tropical Valley Foods Inc.,http://www.fda.gov/Safety/Recalls/ucm352836.htm,"
			http://www.fda.gov/Safety/Recalls/ucm352841.htm
	",817582256004,B00BLZUO22
820,"Wed, 15 May 2013 00:00:00 -0400",Rural King,Deer Corn,Aflatoxin,Rural King Distributing,http://www.fda.gov/Safety/Recalls/ucm352796.htm,	,689139348193,
821,"Wed, 15 May 2013 00:00:00 -0400",Pentec Health,In-date nutritional prescriptions for renal patients,Lack of sterility assurance,Pentec Health,http://www.fda.gov/Safety/Recalls/ucm352861.htm,	,,
822,"Fri, 10 May 2013 20:33:00 -0400",Hospira,Piperacillin and Tazobactam for Injection,Precipitation/Crystallization in IV bag,Apotex Corp.,http://www.fda.gov/Safety/Recalls/ucm351865.htm,	,360505077304,
823,"Fri, 10 May 2013 15:51:00 -0400",La Romanella,Cheese Tortellini,"Undeclared wheat, eggs, and milk",Smart  Final,http://www.fda.gov/Safety/Recalls/ucm351851.htm,"
			http://www.fda.gov/Safety/Recalls/ucm351852.htm
	",728920130026,
824,"Fri, 10 May 2013 15:25:00 -0400","SexVoltz, Velextra, Amerect",Dietary Supplements used as a sexual enhancement product,Products may contain undeclared tadalafil,BeaMonstar Products,http://www.fda.gov/Safety/Recalls/ucm351847.htm,	,626570615316;626570615316;626570609490;827912089028;626570617877;626570615316;626570615316;626570613855;626570619055;626570617860;626570617563;626570619031;626570619628;626570609490;827912089028;626570617877;626570615316;626570615316;626570613855;626570619055;626570617860;626570617563;626570619031;626570619628;626570615316;626570615316;626570609490;827912089028;626570617877;626570615316;626570615316;626570613855;626570619055;626570617860;626570617563;626570619031;626570619628;626570609490;827912089028;626570617877;626570615316;626570615316;626570613855;626570619055;626570617860;626570617563;626570619031;626570619628,
825,"Fri, 10 May 2013 00:00:00 -0400",Symbios,GoPump Rapid Recovery System kits and GOBlock kits,Potential for excessively high flow rates,Symbios Medical Products,http://www.fda.gov/Safety/Recalls/ucm352627.htm,"
			http://www.fda.gov/Safety/Recalls/ucm352658.htm
	",,
826,"Thu, 09 May 2013 19:00:00 -0400",Whole Foods Market,salads,Undeclared egg and soy,Whole Foods Market,http://www.fda.gov/Safety/Recalls/ucm351564.htm,"
			http://www.fda.gov/Safety/Recalls/ucm351567.htm
	",,
827,"Thu, 09 May 2013 00:00:00 -0400",IGA,Vanilla  Chocolate ice cream,"Undeclared almonds, coconut and soy",Dairy Fresh,http://www.fda.gov/Safety/Recalls/ucm351589.htm,"
			http://www.fda.gov/Safety/Recalls/ucm351600.htm
	",4127046131,
828,"Thu, 09 May 2013 00:00:00 -0400",Krinos,Tahini Sesame Paste,Salmonella,"Krinos Foods, LLC",http://www.fda.gov/Safety/Recalls/ucm351630.htm,"
			http://www.fda.gov/Safety/Recalls/ucm351643.htm
	",075013285003;075013285102;075013040183,B00KOB6XE2
829,"Tue, 07 May 2013 19:44:00 -0400","SexVoltz, Velextra, Amerect",Dietary Supplements used as a sexual enhancement product,Products may contain undeclared tadalafil,BeaMonstar Products,http://www.fda.gov/Safety/Recalls/ucm351162.htm,"
			http://www.fda.gov/Safety/Recalls/ucm351164.htm
	",626570609490;827912089028;626570617877;626570615316;626570619475;626570619475;626570619475;626570619475;626570619031;626570619598;626570609490;827912089028;626570617877;626570615316;626570619475;626570619475;626570619475;626570619475;626570619031;626570619598;626570609490;827912089028;626570617877;626570615316;626570613855;626570619055;626570617860;626570617563;626570619031;626570619598;626570619628;626570609490;827912089028;626570617877;626570615316;626570613855;626570619055;626570617860;626570617563;626570619031;626570619598;626570619628,
830,"Tue, 07 May 2013 12:51:00 -0400",Lightning Rod,Dietary supplements,Contain an analogue of Sildenafil,Chang Kwung Inc.,http://www.fda.gov/Safety/Recalls/ucm351058.htm,"
			http://www.fda.gov/Safety/Recalls/ucm351061.htm
	",689076202572;689076202978;689076202572;689076202978;689076202572;689076202978,
831,"Mon, 06 May 2013 00:00:00 -0400",The Compounding Shop LLC,Compounded Products,Concerns associated with quality control procedures that present potential risk to sterility assurance,The Compounding Shop LLC,http://www.fda.gov/Safety/Recalls/ucm351841.htm,	,,
832,"Mon, 06 May 2013 00:00:00 -0400",Hannaford Supermarkets,Cookies,Undeclared nuts,Hannaford Supermarkets,http://www.fda.gov/Safety/Recalls/ucm351855.htm,"
			http://www.fda.gov/Safety/Recalls/ucm351856.htm
	",,
833,"Mon, 06 May 2013 00:00:00 -0400",Pure Herbs Ltd.,Protein Extract,Undeclared milk and soy,Pure Herbs Ltd.,http://www.fda.gov/Safety/Recalls/ucm351443.htm,"
			http://www.fda.gov/Safety/Recalls/ucm351526.htm
	",,
834,"Thu, 02 May 2013 00:00:00 -0400",Bimeda  MWI,"Calcium Gluconate, Dextrose 50%, Hypertonic Saline",Sterility of the products cannot be entirely assured,Bimeda Inc.,http://www.fda.gov/Safety/Recalls/ucm351416.htm,"
			http://www.fda.gov/Safety/Recalls/ucm351424.htm
	",,
835,"Thu, 02 May 2013 00:00:00 -0400","California Pizza Kitchen, DiGiorno",Pizza,May contain fragments of clear plastic,Nestle USA,http://www.fda.gov/Safety/Recalls/ucm350699.htm,"
			http://www.fda.gov/Safety/Recalls/ucm350709.htm
	",7192198745;3062525951;3062525952;3063525951;7192198745;3062525951;3062525952;3063525951;7192198745;3062525951;3062525952;3063525951;7192100781;3059525952;7192102663;3057525922;3058525921;7192191484;3068525951;3062525951;3062525952;3063525951;3059525952;3057525922;3058525921;3068525951,B00L7F4JN6
836,"Thu, 02 May 2013 00:00:00 -0400",Medtronic,Deep Brain Stimulation (DBS) lead kits,Deep Brain Stimulation (DBS) lead damage,"Medtronic, Inc.",http://www.fda.gov/Safety/Recalls/ucm350691.htm,	,,
837,"Wed, 01 May 2013 00:00:00 -0400",XYMOGEN,artriphen used as dietary supplement,Undeclared milk and soy,XYMOGEN,http://www.fda.gov/Safety/Recalls/ucm351313.htm,"
			http://www.fda.gov/Safety/Recalls/ucm351314.htm
	",,
838,"Wed, 01 May 2013 00:00:00 -0400","Vicerex, Black Ant",Dietary Supplement,Undeclared Active Ingredients,American Lifestyle,http://www.fda.gov/Safety/Recalls/ucm350574.htm,	,893490820087;893490820087;893490820087,
