,DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK,upc_processed_string,asin_string,upcs_string
270,"Tue, 14 Oct 2014 20:58:00 -0400",LifeCare,Intravenous solutions,Container potential for leakage,"Hospira, Inc.",http://www.fda.gov/Safety/Recalls/ucm418879.htm,,,,
271,"Sun, 12 Oct 2014 20:50:00 -0400","SunBurst Fresh Bites, River Edge Farms, CFW, Southern Zest, more",Sandwiches,Listeria monocytogenes,SunBurst Foods,http://www.fda.gov/Safety/Recalls/ucm418645.htm,http://www.fda.gov/Safety/Recalls/ucm418663.htm,"701248003029,;701248008093,;701248001049,;701248005320,;701248001162,;701248008277,;701248003012,;701248001148,;701248001001,;701248009137,;701248005313,;701248001100,;701248010034,;701248001209,;701248008048,;701248005078,;701248001308,;701248005238,;701248001247,;701248001247,;701248001261,;701248001605,;701248005184,;701248001483,;701248001940,;701248009397,;701248009502,;701248010492,;701248001766,;701248001445,;701248003067,;701248001506,;701248001407,;701248008024,;701248003296,;701248010461,;701248003333,;701248010485,;701248003074,;701248008833,;701248001568,;701248008840,;701248010508,;701248010577,;701248008055,;701248003371,;701248001728,;701248008000,;701248008376,;701248011147,;701248001223,;701248009403,;701248009465,;701248009441,;701248009458,;701248009274,;701248010775,;701248009038,;701248009182,;701248009557,;701248009168,;701248009571,;701248009045,;701248009243,;701248009618,;701248010287,;701248010157,;701248010195,;701248010270,;701248010188,;701248010164,;701248010171,;701248011062,;701248011024,;701248011017,;701248011031,;701248010959,;701248010966,;701248010997,;701248010911,;701248010904,;701248010874,;701248008802,;701248011086,;701248010614,;701248010942,;701248010638,;701248010980,;701248011079,;701248010607,;701248010973,;701248010829,;701248011093,;701248011123,;701248010812,;701248010591,;701248010881,;701248011048,;701248010621,;701248010928,;701248010935,;701248010652,;701248011109,;701248010782,;701248010805,;701248010799,;701248010720,;701248010416,;701248010379,;701248010386,;701248010263,;701248008482,;701248005498,;701248010409,;701248010690,;701248010706,;701248010713,;701248010683,;701248010744,;701248010737,;701248010676,;701248010751,;701248006198,;701248006075,;701248008550,;701248006280,;701248006099,;701248006501,;701248006235,;701248006037,;701248003234,;701248009427,;701248006396,;701248008185,;701248010205,;701248008062,;701248008086,;","B00J90B5BA,;B006GS3IUO,;B00QZ0SHJ0,;B001A74VS4,;B00PF07JCW,;B019RSXTD0,;B00PF0WOKE,;B00PF15WRA,;B00PF1KTXC,;B00PF1QA58,;B00PF1WGNS,;B00PJAWI4C,;B00PNN9DRA,;B004D1R7VC,;B00PO23NAS,;B00PO6CBS4,;B00Q0ES6Y2,;B001A714RA,;B00Q0FI8D0,;B00Q0FI8D0,;B00Q0FYFUU,;B0019MPOVS,;B00Q0JY7WC,;B00Q0T9KC4,;B00Q0TEG9Q,;UPCNOTFOUND,;B00Q1T4NSY,;B00Q3WNM5Y,;UPCNOTFOUND,;B00Q8WZHSE,;UPCNOTFOUND,;B00I5RK3V6,;B00IDHF4TE,;UPCNOTFOUND,;B00QBFYHYS,;B00QCVOC4Q,;B013VXRWF8,;B0069V9Y42,;B00QE5RD00,;B00QEBNS12,;B00QEBY8FW,;B00QECLZAW,;B00QEEIN2I,;B00QEFH3NM,;B00D44OC62,;B0048EI182,;B00J3WVPX2,;B00XI1LEFI,;UPCNOTFOUND,;B00MI4HPFY,;B00QNX5EXQ,;B00QNZWWN4,;B00O4K5AD4,;B010T5TUV0,;B001A78888,;B00QPCSN4M,;B00QPL1J8A,;B00QPMO2CY,;B00QR3NW1I,;B004J5MVAY,;B00QSNWKBU,;B0037K1Z5O,;B00QXX9UEK,;UPCNOTFOUND,;B00QY1DA24,;B010DRO1GI,;B00QYZI7O6,;B00QZ0SHJ0,;B00QZJX9IU,;B004DSWPIU,;B00QZMQII0,;B00R09XSVW,;B00R0E0FAY,;B00R0PHUG0,;UPCNOTFOUND,;B00R5AXY8S,;B001NK7K36,;B00R6RG9M8,;B00R6V8VPC,;B00R9HMYJW,;B00R9N8WQ0,;B003KYRP42,;UPCNOTFOUND,;B00D077KNK,;B00R9ZFOFU,;B017Y5EMSO,;UPCNOTFOUND,;B00RAOVRKQ,;B00RAR18BQ,;B00RATYIBQ,;B00RAXB5WW,;B00RAZKHMY,;B00RB30UTA,;B0069WI082,;B001A64JCS,;B00RC43G8A,;B00RDQ91O0,;UPCNOTFOUND,;B00RE0G8AA,;B00RGXNMR2,;B00D44OGQ8,;B001A72W6C,;B00RH4AZ20,;B00RH5JBBA,;B002TUAL9Y,;B00RHV62KC,;B00RHXCQY6,;B00O4K55AM,;B00RI5R9B8,;B00RJJHCVK,;B00RLOOR9I,;B00RLRW8HI,;B00BKB098G,;B00X99CUV6,;B00RM3BSQS,;B00GNVK89S,;B00RM71JKE,;UPCNOTFOUND,;B00RMAMI06,;B0019MM1QO,;B002U58XXE,;B00RN4O426,;UPCNOTFOUND,;B00RNB579S,;B00I5RHU8A,;B00UWIQOF0,;UPCNOTFOUND,;B00RO72QKO,;B00ROCDDHE,;B00ROMGE6G,;B0019MNIF2,;B00RPO0TJ6,;B001A78F5Y,;B00RPV2C4O,;B00R1PACKK,;B000053L68,;B00RQMBP5O,;",701248003029;701248008093;701248001049;701248005320;701248001162;701248008277;701248003012;701248001148;701248001001;701248009137;701248005313;701248001100;701248010034;701248001209;701248008048;701248005078;701248001308;701248005238;701248001247;701248001247;701248001261;701248001605;701248005184;701248001483;701248001940;701248009397;701248009502;701248010492;701248001766;701248001445;701248003067;701248001506;701248001407;701248008024;701248003296;701248010461;701248003333;701248010485;701248003074;701248008833;701248001568;701248008840;701248010508;701248010577;701248008055;701248003371;701248001728;701248008000;701248008376;701248011147;701248001223;701248009403;701248009465;701248009441;701248009458;701248009274;701248010775;701248009038;701248009182;701248009557;701248009168;701248009571;701248009045;701248009243;701248009618;701248010287;701248010157;701248010195;701248010270;701248010188;701248010164;701248010171;701248011062;701248011024;701248011017;701248011031;701248010959;701248010966;701248010997;701248010911;701248010904;701248010874;701248008802;701248011086;701248010614;701248010942;701248010638;701248010980;701248011079;701248010607;701248010973;701248010829;701248011093;701248011123;701248010812;701248010591;701248010881;701248011048;701248010621;701248010928;701248010935;701248010652;701248011109;701248010782;701248010805;701248010799;701248010720;701248010416;701248010379;701248010386;701248010263;701248008482;701248005498;701248010409;701248010690;701248010706;701248010713;701248010683;701248010744;701248010737;701248010676;701248010751;701248006198;701248006075;701248008550;701248006280;701248006099;701248006501;701248006235;701248006037;701248003234;701248009427;701248006396;701248008185;701248010205;701248008062;701248008086;
272,"Sun, 12 Oct 2014 00:00:00 -0400",Real Foods,Mexican Cheddar Dip,Undeclared egg,"Real Foods of Seattle, LLC,",http://www.fda.gov/Safety/Recalls/ucm418648.htm,http://www.fda.gov/Safety/Recalls/ucm418649.htm,"030223009528,;030223009689,;","UPCNOTFOUND,;UPCNOTFOUND,;",030223009528;030223009689;
273,"Fri, 10 Oct 2014 19:21:00 -0400",Williams-Sonoma,Pumpkin seed pesto,Improper processing,"California Olive and Vine, LLC",http://www.fda.gov/Safety/Recalls/ucm418639.htm,http://www.fda.gov/Safety/Recalls/ucm418640.htm,,,
274,"Fri, 10 Oct 2014 00:00:00 -0400","Medi-Trace, Kendall",Defibrillation Electrodes,Connector compatibility issue with Philips FR3 and FRx Defibrillators,Covidien,http://www.fda.gov/Safety/Recalls/ucm418642.htm,,,,
275,"Thu, 09 Oct 2014 21:32:00 -0400",Lotte,Waffles,Undeclared egg,"LOTTE Confectionery Co., Ltd.",http://www.fda.gov/Safety/Recalls/ucm418335.htm,http://www.fda.gov/Safety/Recalls/ucm418336.htm,"801062518111,;801062518135,;","B000PWABY8,;B0000B2XTI,;",801062518111;801062518135;
276,"Thu, 09 Oct 2014 00:00:00 -0400",Creative Compounds,Unexpired sterile products,Lack of sterility assurance,"Oregon Compounding Centers, Inc.",http://www.fda.gov/Safety/Recalls/ucm418324.htm,,,,
277,"Tue, 07 Oct 2014 21:05:00 -0400",Jinga,Anchovies,Listeria monocytogenes,HAR Maspeth Corp.,http://www.fda.gov/Safety/Recalls/ucm417945.htm,http://www.fda.gov/Safety/Recalls/ucm417946.htm,,,
278,"Tue, 07 Oct 2014 20:37:00 -0400",KUPIEC,Rice Cakes with Dark Chocolate,Undeclared milk,"J&amp;B European Distribution, Inc.",http://www.fda.gov/Safety/Recalls/ucm417942.htm,http://www.fda.gov/Safety/Recalls/ucm417943.htm,"906747171742,;906747171742,;906747171742,;906747171742,;906747171742,;","B002JGL8OA,;B002JGL8OA,;B002JGL8OA,;B002JGL8OA,;B002JGL8OA,;",906747171742;906747171742;906747171742;906747171742;906747171742;
279,"Tue, 07 Oct 2014 00:00:00 -0400",Hospira,"Vancomycin Hydrochloride for Injection, USP",Uncontrolled storage during transit,"Hospira, Inc.",http://www.fda.gov/Safety/Recalls/ucm418028.htm,,,,
280,"Mon, 06 Oct 2014 00:00:00 -0400",Cuajada en Hoja,Cuajada en Hoja,Listeria monocytogenes,"Oasis Brands, Inc.",http://www.fda.gov/Safety/Recalls/ucm418083.htm,http://www.fda.gov/Safety/Recalls/ucm418085.htm,,,
281,"Fri, 03 Oct 2014 00:00:00 -0400",Sagent Pharmaceuticals,"Ketorolac Tromethamine Injection, USP, 30mg/mL single-dose vials",Due to labeling the product with the incorrect expiration date/The labeled expiration date is longer than the known stability of the product.,Sagent Pharmaceuticals,http://www.fda.gov/Safety/Recalls/ucm417357.htm,,,,
282,"Fri, 03 Oct 2014 00:00:00 -0400",KUPIEC,Rice Cakes with Dark Chocolate,Undeclared Milk,Markpol Distributors Inc.,http://www.fda.gov/Safety/Recalls/ucm417365.htm,http://www.fda.gov/Safety/Recalls/ucm417366.htm,"906747171742,;","B002JGL8OA,;",906747171742;
283,"Wed, 01 Oct 2014 19:44:00 -0400",next by Nature,Dark Chocolate Cherries,Undeclared Peanuts,"Tropical Valley Foods, Inc.",http://www.fda.gov/Safety/Recalls/ucm416970.htm,http://www.fda.gov/Safety/Recalls/ucm416971.htm,"817582252006,;","B00BLZUP9E,;",817582252006;
284,"Wed, 01 Oct 2014 17:33:00 -0400",IKEA,1)Elk Shaped Pasta Organic 17.6 ozÛÏPASTAALGARÛ 2)Elk Shaped Pasta Wholemeal Organic 17.6 OZ ÛÏPASTAALGAR FULLKORNÛ,Undeclared Soy,"IKEA North America Services, Inc.",http://www.fda.gov/Safety/Recalls/ucm416954.htm,http://www.fda.gov/Safety/Recalls/ucm416957.htm,,,
285,"Fri, 26 Sep 2014 16:18:00 -0400",Whole Foods Market,Plain Streusel Coffeecake,Undeclared tree nuts,Whole Foods Market,http://www.fda.gov/Safety/Recalls/ucm416446.htm,http://www.fda.gov/Safety/Recalls/ucm416448.htm,,,
286,"Fri, 26 Sep 2014 00:00:00 -0400",Bravo!,Pet Food,Salmonella,Turkey and Chicken dog and cat foods,http://www.fda.gov/Safety/Recalls/ucm416452.htm,http://www.fda.gov/Safety/Recalls/ucm416453.htm,"829546311025,;829546211028,;829546314057,;829546211059,;","UPCNOTFOUND,;UPCNOTFOUND,;B00F66NGWM,;B010DRNVZ0,;",829546311025;829546211028;829546314057;829546211059;
287,"Fri, 26 Sep 2014 00:00:00 -0400",Su Cocina,Pan Molido (Plain Bread Crumbs),"Undeclared wheat, whey (milk), and soy",Dominguez Foods of Washington Inc.,http://www.fda.gov/Safety/Recalls/ucm416426.htm,http://www.fda.gov/Safety/Recalls/ucm416428.htm,"679790059125,;","B001A712Y0,;",679790059125;
288,"Wed, 24 Sep 2014 12:08:00 -0400",Gold Star Smoked Fish Corp.,Cold smoked steelhead,Listeria monocytogenes,Gold Star Smoked Fish Corp.,http://www.fda.gov/Safety/Recalls/ucm416118.htm,,,,
289,"Wed, 24 Sep 2014 00:00:00 -0400",The Original Soupman,Lobster bisque,Undeclared fish and shrimp (crustacea),The Original Soupman,http://www.fda.gov/Safety/Recalls/ucm416177.htm,http://www.fda.gov/Safety/Recalls/ucm416178.htm,"003144358013,703144358012,803144358019,603144358015,;004114358019,704114358018,804114358015,604114358011,;005234358019,705234358018,805234358015,605234358011,;007094358031,707094358030,807094358037,607094358033,;008224358013,708224358012,808224358019,608224358015,;007094358024,707094358023,807094358020,607094358026,;008214358016,708214358015,808214358012,608214358018,;","B00HRIQX54,B0014DTNHI,B00SSLCOSY,UPCNOTFOUND,;B004HN6ZXM,UPCNOTFOUND,B01GCJTKFS,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B002FYJ7KI,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;",0314435801;0411435801;0523435801;0709435803;0822435801;0709435802;0821435801;
290,"Mon, 22 Sep 2014 18:02:00 -0400",Glaser Organic Farm,Raw carob powder and Carob fudgy brownie,Salmonella,Glaser Organic Farms,http://www.fda.gov/Safety/Recalls/ucm415790.htm,http://www.fda.gov/Safety/Recalls/ucm415794.htm,"005070814564,705070814563,805070814560,605070814566,;002072114067,702072114066,802072114063,602072114069,;832910002061,;","UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,B01DL9CPB8,UPCNOTFOUND,;B003F18DD2,;",0507081456;0207211406;832910002061;
291,"Fri, 19 Sep 2014 00:00:00 -0400",M&amp;M&#39;s,Milk chocolates,Undeclared peanut/outer carton packaging is for milk chocolate; however may contain peanut butter M&amp;Ms.,Mars Chocolate North America,http://www.fda.gov/Safety/Recalls/ucm415489.htm,,,,
292,"Tue, 16 Sep 2014 00:00:00 -0400",B&amp;L,Dried Roach (Vobla) Fish,Potential for Clostridium botulinum growth,S&amp;S Food Import Corp.,http://www.fda.gov/Safety/Recalls/ucm415188.htm,http://www.fda.gov/Safety/Recalls/ucm415194.htm,,,
293,"Tue, 16 Sep 2014 00:00:00 -0400",Baxter,Potassium Chloride Injection,Shipping Carton Mislabeling,Baxter,http://www.fda.gov/Safety/Recalls/ucm414842.htm,http://www.fda.gov/Safety/Recalls/ucm414845.htm,,,
294,"Mon, 15 Sep 2014 00:00:00 -0400",Fresh Finds,Ground Black Pepper,Salmonella,Gel Spice Company,http://www.fda.gov/Safety/Recalls/ucm414720.htm,http://www.fda.gov/Safety/Recalls/ucm414722.htm,"411010982901,;","B002TUGJ2C,;",411010982901;
295,"Fri, 12 Sep 2014 00:00:00 -0400",Costco/Taylor Farms Pacific and Signature CafÌ©,Whole Roma Tomatoes and Sicilian Vegetable Salad Kit,Salmonella,"Taylor Farms Pacific, Inc.",http://www.fda.gov/Safety/Recalls/ucm414570.htm,http://www.fda.gov/Safety/Recalls/ucm414571.htm,,,
296,"Thu, 11 Sep 2014 17:17:00 -0400","Hospira, Inc.","Heparin Sodium, 1,000 USP Heparin Units/500 mL (2 USP Heparin Units/mL), in 0.9 percent Sodium Chloride Injection, 500 mL",Presence of particulate matter,"Hospira, Inc.",http://www.fda.gov/Safety/Recalls/ucm414201.htm,,,,
297,"Tue, 09 Sep 2014 00:00:00 -0400",Golden King Bakery,Coconut bun,Undeclared eggs,Golden King Bakery,http://www.fda.gov/Safety/Recalls/ucm415773.htm,,,,
298,"Tue, 09 Sep 2014 00:00:00 -0400",Playtex,AC/DC power adapters used with breast pump,Potential for electric shock,"Playtex Manufacturing, Inc.",http://www.fda.gov/Safety/Recalls/ucm414564.htm,http://www.fda.gov/Safety/Recalls/ucm414566.htm,,,
299,"Mon, 08 Sep 2014 00:00:00 -0400",Tullia&#39;s,Italian Meatless Pasta Sauce,Potential for Clostridium botulinum growth,Tullia&#39;s,http://www.fda.gov/Safety/Recalls/ucm412804.htm,http://www.fda.gov/Safety/Recalls/ucm412814.htm,,,
300,"Sat, 06 Sep 2014 14:33:00 -0400",Pharmacy Creations,"Ascorbic Acid, Glutathione, Magnesium Chloride, Tropi/Cyclo/Phenyl/Tobra/Flurb",Lack of sterility assurance,Pharmacy Creations,http://www.fda.gov/Safety/Recalls/ucm413052.htm,,,,
301,"Fri, 05 Sep 2014 21:55:00 -0400",Little Cremes,Organic Rice Milk Snacks,Choking Hazard,Plum Organics,http://www.fda.gov/Safety/Recalls/ucm413044.htm,http://www.fda.gov/Safety/Recalls/ucm413045.htm,"846675000330,;846675001559,;846675000347,;846675001542,;846675000323,;846675001535,;","UPCNOTFOUND,;UPCNOTFOUND,;B001H00ESU,;UPCNOTFOUND,;B000LKVALW,;B003UTEE32,;",846675000330;846675001559;846675000347;846675001542;846675000323;846675001535;
302,"Fri, 05 Sep 2014 00:00:00 -0400",Twix,Unwrapped chocolate bites,Undeclared eggs and peanuts,Mars Chocolate North America,http://www.fda.gov/Safety/Recalls/ucm413087.htm,http://www.fda.gov/Safety/Recalls/ucm413093.htm,,,
303,"Fri, 05 Sep 2014 00:00:00 -0400",Publix,Jalapeno bagels,May contain pieces of glass and small stones,Publix,http://www.fda.gov/Safety/Recalls/ucm413408.htm,,,,
304,"Sun, 31 Aug 2014 00:00:00 -0400",Pedigree,Dog Food,Presence of foreign material,Mars Petcare US,http://www.fda.gov/Safety/Recalls/ucm412314.htm,http://www.fda.gov/Safety/Recalls/ucm411813.htm,"023100109442,723100109441,823100109448,623100109444,;023100107318,723100107317,823100107314,623100107310,;","B016ZPBD04,B005NCDP20,B00BTI25I2,UPCNOTFOUND,;B00SWILEHU,B00IEGWSIO,UPCNOTFOUND,UPCNOTFOUND,;",2310010944;2310010731;
305,"Fri, 29 Aug 2014 21:12:00 -0400",4C Foods,Parmesan Cheese,Salmonella,4C Foods Corp.,http://www.fda.gov/Safety/Recalls/ucm412309.htm,http://www.fda.gov/Safety/Recalls/ucm412310.htm,"041387327908,;041387327908,;041387327908,;","B005OKVYYC,;B005OKVYYC,;B005OKVYYC,;",041387327908;041387327908;041387327908;
306,"Fri, 29 Aug 2014 14:54:00 -0400",Kraft,Cheese,Temperature Abuse,Kraft Foods Group,http://www.fda.gov/Safety/Recalls/ucm412283.htm,,"021000604647,;021000604647,;021000615261,;021000614509,;021000615261,;021000615261,;021000633609,;021000625598,;","B002CM3E7A,;B002CM3E7A,;B005XC07YE,;UPCNOTFOUND,;B005XC07YE,;B005XC07YE,;UPCNOTFOUND,;UPCNOTFOUND,;",021000604647;2100060464;021000615261;2100061450;021000615261;2100061526;021000633609;2100062559;
307,"Fri, 29 Aug 2014 00:00:00 -0400",La Orocovena,Pound Cake Queso,"Undeclared Milk, Soy, Wheat",La Orocovena Biscuit,http://www.fda.gov/Safety/Recalls/ucm412685.htm,http://www.fda.gov/Safety/Recalls/ucm412687.htm,,,
308,"Fri, 29 Aug 2014 00:00:00 -0400",SAM,Accessory (Axilla) Strap for the SAM Junctional Tourniquet,Potential for clip failure during repetitive use resulting in delay of procedure,SAM Medical Products,http://www.fda.gov/Safety/Recalls/ucm417940.htm,,,,
309,"Thu, 28 Aug 2014 20:02:00 -0400",DOLE,Bagged Spinach,Undeclared walnuts,Dole Fresh Vegetables,http://www.fda.gov/Safety/Recalls/ucm412156.htm,http://www.fda.gov/Safety/Recalls/ucm412157.htm,"071430009642,;071430009765,;","B00QKRL4PC,;B005NCHQ52,;",071430009642;071430009765;
310,"Thu, 28 Aug 2014 00:00:00 -0400",Dermatend,Mole removal,Unapproved New Drug,"Solace International, Inc.",http://www.fda.gov/Safety/Recalls/ucm412302.htm,,,,
311,"Wed, 27 Aug 2014 14:07:00 -0400",Cloversnare,4-Loop Vascular Retrieval Snare device,Potential for loop to separate from the shaft,Cook Medical,http://www.fda.gov/Safety/Recalls/ucm411812.htm,,,,
312,"Wed, 27 Aug 2014 12:23:00 -0400",Margaret Holmes,Turnip and Mixed Greens,Questionable Seals,McCall Farms Incorporated,http://www.fda.gov/Safety/Recalls/ucm411759.htm,http://www.fda.gov/Safety/Recalls/ucm411762.htm,"041443102517,741443102516,841443102513,641443102519,;041443112714,741443112713,841443112710,641443112716,;","B007RR6GPC,B00C190IZA,UPCNOTFOUND,B004I0BGB0,;B00NR6YUBY,B00BIZTA70,B001UKE3KC,UPCNOTFOUND,;",4144310251;4144311271;
313,"Wed, 27 Aug 2014 00:00:00 -0400",Martin Avenue Pharmacy,All in-date compounded sterile preparations,Lack of sterility assurance,Martin Avenue Pharmacy,http://www.fda.gov/Safety/Recalls/ucm412431.htm,,,,
314,"Wed, 27 Aug 2014 00:00:00 -0400",RegeneSlim,Appetite control dietary supplement,"Presence of 1,3-dimethylamylamine (DMAA), methylhexanamine, or geranium extract","Regeneca Worldwide, a division of VivaCeuticals, Inc.",http://www.fda.gov/Safety/Recalls/ucm412303.htm,http://www.fda.gov/Safety/Recalls/ucm412304.htm,,,
315,"Tue, 26 Aug 2014 00:00:00 -0400",Pedigree,Dog Food,Presence of foreign material,Mars Petcare US,http://www.fda.gov/Safety/Recalls/ucm411789.htm,http://www.fda.gov/Safety/Recalls/ucm411813.htm,"023100109442,723100109441,823100109448,623100109444,;","B016ZPBD04,B005NCDP20,B00BTI25I2,UPCNOTFOUND,;",2310010944;
316,"Mon, 25 Aug 2014 00:00:00 -0400",TJs Place,Basil Pesto Pasta,Listeria monocytogenes,TJs Place,http://www.fda.gov/Safety/Recalls/ucm412665.htm,,,,
317,"Fri, 22 Aug 2014 13:20:00 -0400",LEAN CUISINE,Chicken with peanut sauce,Package Mislabeling/May contain undeclared shrimp.,NestlÌ© Prepared Foods Company,http://www.fda.gov/Safety/Recalls/ucm411170.htm,http://www.fda.gov/Safety/Recalls/ucm411171.htm,"013800101549,713800101548,813800101545,613800101541,;013800101549,713800101548,813800101545,613800101541,;013800101549,713800101548,813800101545,613800101541,;041655959114,741655959113,841655959110,641655959116,;013800101549,713800101548,813800101545,613800101541,;041655959114,741655959113,841655959110,641655959116,;","B000WZOOOG,B008BLYAWE,B001UKIE4S,B0053UAM0A,;B000WZOOOG,B008BLYAWE,B001UKIE4S,B0053UAM0A,;B000WZOOOG,B008BLYAWE,B001UKIE4S,B0053UAM0A,;B00KAMLW50,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;B000WZOOOG,B008BLYAWE,B001UKIE4S,B0053UAM0A,;B00KAMLW50,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;",1380010154;1380010154;1380010154;4165595911;1380010154;4165595911;
318,"Thu, 21 Aug 2014 00:00:00 -0400",Customed,Hospital Surgical Packs,Adhesion defect which could result in loss of sterility,"Customed, Inc.",http://www.fda.gov/Safety/Recalls/ucm411442.htm,http://www.fda.gov/Safety/Recalls/ucm411793.htm,,,
319,"Tue, 19 Aug 2014 13:38:00 -0400","MaraNatha, Whole Foods 365, Trader JoeÛªs and Others.",Nut butters,Salmonella,"nSpired Natural Foods, Inc.",http://www.fda.gov/Safety/Recalls/ucm410533.htm,http://www.fda.gov/Safety/Recalls/ucm410847.htm,"074333470328,;074333470526,;051651060325,;051651092012,;051651060219,;051651092036,;051651092128,;051651092173,;051651092180,;051651092197,;051651092203,;051651092210,;051651092326,;051651092333,;051651092357,;051651092364,;051651092630,;051651192897,;051651092913,;051651092920,;051651093682,;051651093699,;051651093750,;051651093767,;051651093682,;051651093699,;051651093866,;051651093057,;051651093064,;051651093309,;051651093316,;051651093408,;051651093415,;051651093453,;051651093460,;051651092869,;011110791214,;079893113746,;099482406578,;099482406561,;099482405960,;","B00DGDNLMW,;B00K3I7MAU,;B0046IKGKQ,;B00O862COY,;B0046HLYYO,;B001HTKOEK,;UPCNOTFOUND,;B0082341YS,;B0082341YS,;B0078DRQNQ,;B01D0HWBYM,;B000VNW1ZI,;B00060N592,;B008233YKU,;B0000CEQD5,;B005TY1W90,;B000BTILKG,;B00MHW08PQ,;UPCNOTFOUND,;B004ARU6NK,;B00O86P07U,;B0046IIIS8,;UPCNOTFOUND,;UPCNOTFOUND,;B00O86P07U,;B0046IIIS8,;B006OC9N3S,;B005JTOTRM,;B01BY7K6OW,;B00TZOT8S2,;UPCNOTFOUND,;B00I5RIRMS,;B004DSYRG8,;B00O4JRH04,;B016A85KE6,;B00422EKD0,;B00PUKQBPI,;UPCNOTFOUND,;B00UTZEJBM,;B009GOV79E,;B001H00ESU,;",074333470328;074333470526;051651060325;051651092012;051651060219;051651092036;051651092128;051651092173;051651092180;051651092197;051651092203;051651092210;051651092326;051651092333;051651092357;051651092364;051651092630;051651192897;051651092913;051651092920;051651093682;051651093699;051651093750;051651093767;051651093682;051651093699;051651093866;051651093057;051651093064;051651093309;051651093316;051651093408;051651093415;051651093453;051651093460;051651092869;011110791214;079893113746;099482406578;099482406561;099482405960;
320,"Tue, 19 Aug 2014 00:00:00 -0400",Cloversnare,4-Loop Vascular Retrieval Snare device,Potential for loop to separate from the shaft,Cook Medical,http://www.fda.gov/Safety/Recalls/ucm410687.htm,,,,
321,"Thu, 14 Aug 2014 09:32:00 -0400",Dianeal,Peritoneal Dialysis Solution,Particulate matter,Baxter,http://www.fda.gov/Safety/Recalls/ucm410010.htm,,,,
322,"Wed, 13 Aug 2014 00:00:00 -0400",Aranesp,Darbepoetin alfa in prefilled syringes,Particulate matter,Amgen,http://www.fda.gov/Safety/Recalls/ucm410011.htm,http://www.fda.gov/Safety/Recalls/ucm410012.htm,,,
323,"Wed, 13 Aug 2014 00:00:00 -0400",McCormick,Ground oregano,Salmonella,McCormick &amp; Company,http://www.fda.gov/Safety/Recalls/ucm410107.htm,,,,
324,"Mon, 11 Aug 2014 00:00:00 -0400",Sunfood,Carob powder,Salmonella,Sunfood,http://www.fda.gov/Safety/Recalls/ucm409694.htm,,"803813044298,;","B003UTEE32,;",803813044298;
325,"Fri, 08 Aug 2014 00:00:00 -0400","Cubist Pharmaceuticals, Inc.",CUBICIN (daptomycin for injection),Presence of foreign particulate matter,"Cubist Pharmaceuticals, Inc.",http://www.fda.gov/Safety/Recalls/ucm408928.htm,http://www.fda.gov/Safety/Recalls/ucm408929.htm,,,
326,"Thu, 07 Aug 2014 19:35:00 -0400",RegeneSlim,Appetite control dietary supplement,"Presence of 1,3-dimethylamylamine (DMAA), methylhexanamine, or geranium extract","Regeneca Worldwide, a division of VivaCeuticals, Inc.",http://www.fda.gov/Safety/Recalls/ucm408674.htm,,,,
327,"Wed, 06 Aug 2014 00:00:00 -0400","Cubist Pharmaceuticals, Inc.",CUBICIN(daptomycin for injection),Presence of glass particulate matter,"Cubist Pharmaceuticals, Inc.",http://www.fda.gov/Safety/Recalls/ucm408576.htm,http://www.fda.gov/Safety/Recalls/ucm408588.htm,,,
328,"Mon, 04 Aug 2014 00:00:00 -0400",Richmond,Ice bar,Undeclared eggs,Seoul Shik Poom Inc.,http://www.fda.gov/Safety/Recalls/ucm408027.htm,http://www.fda.gov/Safety/Recalls/ucm408034.htm,"761898669792,;","UPCNOTFOUND,;",761898669792;
329,"Fri, 01 Aug 2014 20:15:00 -0400",Vibrant Health,Dietary Supplements: Green Vibrance and Rainbow Vibrance,Salmonella,New England Greens LLC,http://www.fda.gov/Safety/Recalls/ucm407801.htm,http://www.fda.gov/Safety/Recalls/ucm407802.htm,,,
330,"Fri, 01 Aug 2014 17:13:00 -0400",Sunburst Superfoods,Organic Raw Carob Powder,Salmonella,Sunburst Superfoods,http://www.fda.gov/Safety/Recalls/ucm407794.htm,http://www.fda.gov/Safety/Recalls/ucm407796.htm,,,
331,"Fri, 01 Aug 2014 00:00:00 -0400",LifeCore,Chocolate,Undeclared milk,Ortho Molecular Products,http://www.fda.gov/Safety/Recalls/ucm407872.htm,,,,
